Name,link,Org Name,Org Link,Notes,Formats
1:100 000 Topographic Map of Hong Kong,https://data.gov.hk/en-data/dataset/hk-landsd-openmap-b100k-topographic-map-of-hong-kong,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"TIF,"
1:200 000 Topographic Map of Hong Kong,https://data.gov.hk/en-data/dataset/hk-landsd-openmap-b200k-topographic-map-of-hong-kong,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"TIF,"
3D photo-realistic model,https://data.gov.hk/en-data/dataset/hk-pland-pland1-3d-photo-realistic-model,Planning Department,https://data.gov.hk/en-datasets/provider/hk-pland ,,"CSV,"
Aerial Photo Flight Index,https://data.gov.hk/en-data/dataset/hk-landsd-openmap-aerial-photo-flight-index,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"KML,KMZ,XLS,"
Coordinates Transformation API,https://data.gov.hk/en-data/dataset/hk-landsd-openmap-coordinates-transformation-api,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"JSON,"
Digital Terrain Model (DTM),https://data.gov.hk/en-data/dataset/hk-landsd-openmap-5m-grid-dtm,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"ASC,"
District boundary,https://data.gov.hk/en-data/dataset/hk-had-json1-hong-kong-administrative-boundaries,Home Affairs Department,https://data.gov.hk/en-datasets/provider/hk-had ,,"GML,JSON,"
Geo-referenced Public Facility Data,https://data.gov.hk/en-data/dataset/hk-landsd-openmap-geo-referenced-public-facility-data,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"CSV,GML,JSON,KML,XLS,"
Geodetic Survey Control Station Database,https://data.gov.hk/en-data/dataset/hk-landsd-openmap-geodetic-database,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"GML,KML,XLS,XML,"
Hong Kong Satellite Positioning Reference Station Network (SatRef) GNSS Raw Data Streams (RTCM Format),https://data.gov.hk/en-data/dataset/hk-landsd-openmap-satref-raw-data-rtcm,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"RTCM,"
Land Exchange Transactions,https://data.gov.hk/en-data/dataset/hk-landsd-lao-land-exchange-transactions,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"XLSX,"
Land Sale Records,https://data.gov.hk/en-data/dataset/hk-landsd-lao-land-sale-records,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"XLSX,"
Land Utilization in Hong Kong 2016,https://data.gov.hk/en-data/dataset/hk-pland-pland1-land-utilization-in-hong-kong-2016,Planning Department,https://data.gov.hk/en-datasets/provider/hk-pland ,,"CSV,"
Lease Extension,https://data.gov.hk/en-data/dataset/hk-landsd-lao-lease-extension,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"XLSX,"
Lease Modification Transactions,https://data.gov.hk/en-data/dataset/hk-landsd-lao-lease-modification-transactions,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"XLSX,"
List of Consultants of AACSB under Building Services Category - Band 1,https://data.gov.hk/en-data/dataset/hk-archsd-archsddata-bs-1,Architectural Services Department,https://data.gov.hk/en-datasets/provider/hk-archsd ,,"CSV,"
List of Consultants of AACSB under Building Services Category - Band 2,https://data.gov.hk/en-data/dataset/hk-archsd-archsddata-bs-2,Architectural Services Department,https://data.gov.hk/en-datasets/provider/hk-archsd ,,"CSV,"
List of Consultants of AACSB under Landscape Architectual Category,https://data.gov.hk/en-data/dataset/hk-archsd-archsddata-la,Architectural Services Department,https://data.gov.hk/en-datasets/provider/hk-archsd ,,"CSV,"
Monthly Digests of Buildings Department - Advisory services - Advice to Licensing Authorities,https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md31,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
Monthly Digests of Buildings Department - Detailed information - Buildings for which Building Authority has issued demolition consent,https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md52,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
Monthly Digests of Buildings Department - Detailed information - Buildings for which Building Authority has issued demolition orders,https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md51,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
Monthly Digests of Buildings Department - Detailed information - Completed new buildings for which occupation permits have been issued,https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md56,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
Monthly Digests of Buildings Department - Detailed information - New buildings for which consent to commence work has been given,https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md54,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
Monthly Digests of Buildings Department - Detailed information - New buildings for which notification of commencement of general building and superstructure work has been received,https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md55,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
Monthly Digests of Buildings Department - Detailed information - New buildings for which plans have been approved,https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md53,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
"Monthly Digests of Buildings Department - Existing buildings - Advisory letters issued on building defects, unauthorised building work and defective drains",https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md23,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
"Monthly Digests of Buildings Department - Existing buildings - Compliance with advisory letters issued on building defects, unauthorised building work and defective drains",https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md25,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
"Monthly Digests of Buildings Department - Existing buildings - Compliance with statutory orders issued on dangerous buildings, hillsides, investigation on building defects, buried services investigation, advertising signs, unauthorised building work and defective drains",https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md24,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
"Monthly Digests of Buildings Department - Existing buildings - Reports received about dangerous buildings, hillsides, advertising signs, unauthorised building work and defective drains",https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md21,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
"Monthly Digests of Buildings Department - Existing buildings - Statutory orders issued on dangerous buildings, investigation on buildings defects, hillsides, buried services investigation, advertising signs, unauthorised building work and defective drains",https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md22,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
Monthly Digests of Buildings Department - New Buildings - Plans processed by the Building Authority,https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md11,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
Monthly Digests of Buildings Department - New buildings - Approvals of new and major revision building plans,https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md14,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
Monthly Digests of Buildings Department - New buildings - Completion of new buildings and alteration & addition work,https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md17,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
Monthly Digests of Buildings Department - New buildings - Consent to commence general building and superstructure work,https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md15,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
Monthly Digests of Buildings Department - New buildings - Consent to commence work issued by the Building Authority,https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md12,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
Monthly Digests of Buildings Department - New buildings - Notification of commencement of general building and superstructure work,https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md16,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
Monthly Digests of Buildings Department - New buildings - Occupation Permits issued by the Building Authority,https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md13,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
Monthly Digests of Buildings Department - Prosecutions instigated under the Buildings Ordinance and Fire Safety (Commercial Premises) Ordinance,https://data.gov.hk/en-data/dataset/hk-bd-md-monthly-digests-of-buildings-department-md41,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
Private Treaty Grant,https://data.gov.hk/en-data/dataset/hk-landsd-lao-private-treaty-grant,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"XLSX,"
Redevelopment and Conversion of Industrial Buildings,https://data.gov.hk/en-data/dataset/hk-landsd-lao-summary-of-applications-received-and-under-processing,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"XLSX,"
Redevelopment and Conversion of Industrial Buildings,https://data.gov.hk/en-data/dataset/hk-landsd-lao-executed-special-waiver-cases,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"XLSX,"
Redevelopment and Conversion of Industrial Buildings,https://data.gov.hk/en-data/dataset/hk-landsd-lao-executed-lease-modification-cases,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"XLSX,"
Redevelopment and Conversion of Industrial Buildings,https://data.gov.hk/en-data/dataset/hk-landsd-lao-executed-land-exchange-cases,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"XLSX,"
Registers of Buildings Department,https://data.gov.hk/en-data/dataset/hk-bd-registers-registers-of-buildings-department,Buildings Department,https://data.gov.hk/en-datasets/provider/hk-bd ,,"XLS,"
Strategic Viewing Points,https://data.gov.hk/en-data/dataset/hk-pland-pland1-strategic-viewing-points,Planning Department,https://data.gov.hk/en-datasets/provider/hk-pland ,,"GIF,JPG,"
Street Name,https://data.gov.hk/en-data/dataset/hk-landsd-openmap-street-name,Lands Department,https://data.gov.hk/en-datasets/provider/hk-landsd ,,"XLS,XML,"
2017 HKDSE Analysis of results of candidates in each subject,https://data.gov.hk/en-data/dataset/hkeaa-hkdesstat-result-table5,Hong Kong Examinations and Assessment Authority,https://data.gov.hk/en-datasets/provider/hkeaa ,,"CSV,"
2017 HKDSE Results statistics,https://data.gov.hk/en-data/dataset/hkeaa-hkdesstat-result-table3,Hong Kong Examinations and Assessment Authority,https://data.gov.hk/en-datasets/provider/hkeaa ,,"CSV,"
Accommodation and Student Enrolment in Kindergartens by Grade,https://data.gov.hk/en-data/dataset/hk-edb-figustat-acc-stu-kin-gra,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLS,"
Day Schools by Level and Sector,https://data.gov.hk/en-data/dataset/hk-edb-figustat-day-sch-lev-sec,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLS,"
Deadlines for Submissions of Various Applications,https://data.gov.hk/en-data/dataset/hk-wfsfaa-sfo_01-application-deadlines,Working Family and Student Financial Assistance Agency,https://data.gov.hk/en-datasets/provider/hk-wfsfaa ,,"XLSX,"
Distribution of Educational Attainment of Population Aged 15 and Over,https://data.gov.hk/en-data/dataset/hk-edb-figustat-fig-stat-population-aged-15,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
Educational and Training Institutions by Level of Education of Courses Offered,https://data.gov.hk/en-data/dataset/hk-edb-figustat-fig-stat-education-and-training-institutions,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
Facilities Information,https://data.gov.hk/en-data/dataset/hk-edb-cspe-facilities,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
Feature Articles on Education,https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-fa-education,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"XLS,"
Funding for New and On-going Research Grant and Contract Projects by University and Source of Funding,https://data.gov.hk/en-data/dataset/hk-ugc-ugc-funding-research-projects,University Grants Committee Secretariat,https://data.gov.hk/en-datasets/provider/hk-ugc ,,"CSV,"
Government Expenditure on Education,https://data.gov.hk/en-data/dataset/hk-edb-figustat-fig-stat-government-expenditure,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
Key Statistics on Kindergarten Education,https://data.gov.hk/en-data/dataset/hk-edb-figustat-key-stat-kindergarten-education,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
Key Statistics on Primary Education,https://data.gov.hk/en-data/dataset/hk-edb-figustat-key-stat-primary-education,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
Key Statistics on Secondary Education,https://data.gov.hk/en-data/dataset/hk-edb-figustat-key-stat-secondary-education,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
Key Statistics on Special Education,https://data.gov.hk/en-data/dataset/hk-edb-figustat-key-stat-special-education,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
List of Academic Programme Categories,https://data.gov.hk/en-data/dataset/hk-ugc-ugc-list-academic-programme-categories,University Grants Committee Secretariat,https://data.gov.hk/en-datasets/provider/hk-ugc ,,"CSV,"
List of Kindergartens Joining the Kindergarten Education Scheme in the 2018/19 school year,https://data.gov.hk/en-data/dataset/hk-edb-kgjoinkes-kg-join-kes,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
List of Local Kindergartens (KGs) Not Joining the KG education scheme in the current school year but Participating in the “K1 Admission Arrangements”,https://data.gov.hk/en-data/dataset/hk-edb-freekg-not-joining-scheme-list,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
List of Study Room,https://data.gov.hk/en-data/dataset/hk-edb-studyroom-study-room-info,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
List of UGC-funded Programmes,https://data.gov.hk/en-data/dataset/hk-ugc-ugc-list-ugc-programmes,University Grants Committee Secretariat,https://data.gov.hk/en-datasets/provider/hk-ugc ,,"CSV,"
"Operating Classes, Accommodation, Student Enrolment and Repeaters in Primary Schools by Grade",https://data.gov.hk/en-data/dataset/hk-edb-figustat-ope-acc-stu-rep-pri-gra,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLS,"
"Operating Classes, Accommodation, Student Enrolment and Repeaters in Primary Schools by Sector",https://data.gov.hk/en-data/dataset/hk-edb-figustat-ope-acc-stu-rep-pri-sec,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLS,"
"Operating Classes, Accommodation, Student Enrolment and Repeaters in Secondary Day Schools by Grade",https://data.gov.hk/en-data/dataset/hk-edb-figustat-ope-acc-stu-rep-sec-gra,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLS,"
"Operating Classes, Accommodation, Student Enrolment and Repeaters in Secondary Day Schools by Sector",https://data.gov.hk/en-data/dataset/hk-edb-figustat-ope-acc-stu-rep-sec-sec,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLS,"
Prizes and Awards by Broad Subject Area and by University,https://data.gov.hk/en-data/dataset/hk-ugc-ugc-prizes-awards,University Grants Committee Secretariat,https://data.gov.hk/en-datasets/provider/hk-ugc ,,"CSV,"
Programme Information,https://data.gov.hk/en-data/dataset/hk-edb-cspe-statistics-on-degree-diploma-awarded,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
Research grants for UGC-funded universities,https://data.gov.hk/en-data/dataset/hk-ugc-ugc-ugc-research-grants,University Grants Committee Secretariat,https://data.gov.hk/en-datasets/provider/hk-ugc ,,"CSV,"
Scholarships/ Awards Information,https://data.gov.hk/en-data/dataset/hk-edb-cspe-awards,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
School Location and Information,https://data.gov.hk/en-data/dataset/hk-edb-schinfo-school-location-and-information,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,JSON,XLSX,"
School Registration Information,https://data.gov.hk/en-data/dataset/hk-edb-schinfo-registration-info,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"XML,"
Senior Secondary Subject Information,https://data.gov.hk/en-data/dataset/hk-edb-subinfo-ss-subject-info,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
"Staff Number (Headcount) in Academic Departments of UGC-funded Universities by Source of Salary Funding, University, Staff Grade and Mode of Employment",https://data.gov.hk/en-data/dataset/hk-ugc-ugc-staff-statistics,University Grants Committee Secretariat,https://data.gov.hk/en-datasets/provider/hk-ugc ,,"CSV,"
Statistics of Examination Fee Remission Scheme,https://data.gov.hk/en-data/dataset/hk-wfsfaa-sfo_01-efr-stats,Working Family and Student Financial Assistance Agency,https://data.gov.hk/en-datasets/provider/hk-wfsfaa ,,"XLSX,"
Statistics of Financial Assistance Scheme for Post-secondary Students,https://data.gov.hk/en-data/dataset/hk-wfsfaa-sfo_01-fasp-stats,Working Family and Student Financial Assistance Agency,https://data.gov.hk/en-datasets/provider/hk-wfsfaa ,,"XLSX,"
Statistics of Grant for School-related Expenses for Kindergarten Students,https://data.gov.hk/en-data/dataset/hk-wfsfaa-sfo_01-grantkg-stats,Working Family and Student Financial Assistance Agency,https://data.gov.hk/en-datasets/provider/hk-wfsfaa ,,"XLSX,"
Statistics of Kindergarten and Child Care Centre Fee Remission Scheme,https://data.gov.hk/en-data/dataset/hk-wfsfaa-sfo_01-kcfr-stats,Working Family and Student Financial Assistance Agency,https://data.gov.hk/en-datasets/provider/hk-wfsfaa ,,"XLSX,"
Statistics of Non-means-tested Loan Scheme,https://data.gov.hk/en-data/dataset/hk-wfsfaa-sfo_01-nls-stats,Working Family and Student Financial Assistance Agency,https://data.gov.hk/en-datasets/provider/hk-wfsfaa ,,"XLSX,"
Statistics of School Textbook Assistance Scheme Scheme,https://data.gov.hk/en-data/dataset/hk-wfsfaa-sfo_01-sta-stats,Working Family and Student Financial Assistance Agency,https://data.gov.hk/en-datasets/provider/hk-wfsfaa ,,"XLSX,"
Statistics of Sir Edward Youde Memorial Fund,https://data.gov.hk/en-data/dataset/hk-wfsfaa-sfo_01-seymf-stats,Working Family and Student Financial Assistance Agency,https://data.gov.hk/en-datasets/provider/hk-wfsfaa ,,"XLSX,"
Statistics of Student Travel Subsidy Scheme,https://data.gov.hk/en-data/dataset/hk-wfsfaa-sfo_01-sts-stats,Working Family and Student Financial Assistance Agency,https://data.gov.hk/en-datasets/provider/hk-wfsfaa ,,"XLSX,"
Statistics of Subsidy Scheme for Internet Access Charges,https://data.gov.hk/en-data/dataset/hk-wfsfaa-sfo_01-sia-stats,Working Family and Student Financial Assistance Agency,https://data.gov.hk/en-datasets/provider/hk-wfsfaa ,,"XLSX,"
Statistics of Tertiary Student Finance Scheme - Publicly-funded Programmes,https://data.gov.hk/en-data/dataset/hk-wfsfaa-sfo_01-tsfs-stats,Working Family and Student Financial Assistance Agency,https://data.gov.hk/en-datasets/provider/hk-wfsfaa ,,"XLSX,"
"Statistics on scholarly books, monographs and chapters, and journal publications from UGC-funded universities",https://data.gov.hk/en-data/dataset/hk-ugc-ugc-acadeic-publications,University Grants Committee Secretariat,https://data.gov.hk/en-datasets/provider/hk-ugc ,,"CSV,"
Student Enrolment by Level of Education,https://data.gov.hk/en-data/dataset/hk-edb-figustat-fig-stat-student-enrolment,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
Student Enrolment in Day Schools by Level and Sector,https://data.gov.hk/en-data/dataset/hk-edb-figustat-stu-day-sch-lev-sec,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLS,"
Student Enrolment in Local Other Secondary Day Courses by Grade,https://data.gov.hk/en-data/dataset/hk-edb-figustat-stu-loc-oth-sec-day-gra,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLS,"
Student Enrolment in Local Private Secondary Evening Schools by Grade,https://data.gov.hk/en-data/dataset/hk-edb-figustat-stu-loc-pri-sec-eve-gra,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLS,"
Student Enrolment in Primary Schools by District and Grade,https://data.gov.hk/en-data/dataset/hk-edb-figustat-stu-pri-dis-gra,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLS,"
Student Enrolment in Secondary Day Schools by District and Grade,https://data.gov.hk/en-data/dataset/hk-edb-figustat-stu-sec-dis-gra,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLS,"
Student Enrolment in Special Education (Including Special Classes in Ordinary Schools) by Level,https://data.gov.hk/en-data/dataset/hk-edb-figustat-stu-spe-ord-lev,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLS,"
"Student Enrolment of UGC-funded Programmes by University, Level of Study, Place of Origin and Mode of Study",https://data.gov.hk/en-data/dataset/hk-ugc-ugc-student-statistics,University Grants Committee Secretariat,https://data.gov.hk/en-datasets/provider/hk-ugc ,,"CSV,"
Students Statistics,https://data.gov.hk/en-data/dataset/hk-edb-cspe-student-statistics,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
Suggested Book Lists for Technology Education,https://data.gov.hk/en-data/dataset/hk-edb-reading-tech-edu,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLS,"
Teaching Staff Statistics,https://data.gov.hk/en-data/dataset/hk-edb-cspe-details-about-teaching-staff,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
Vacancy information of K1 classes,https://data.gov.hk/en-data/dataset/hk-edb-freekg-k1-vacancy-information,Education Bureau,https://data.gov.hk/en-datasets/provider/hk-edb ,,"CSV,XLSX,"
Average Daily Wages of Workers Engaged in Public Sector Construction Projects as Reported by Main Contractors,https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-average-daily-wages-of-workers,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"CSV,XLS,XML,"
Employment and Vacancies,https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-eandc,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"CSV,XLS,XLSX,XML,"
Feature Articles on Employment and Labour,https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-fa-employ,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"XLS,XLSX,"
Figures of Employment Agencies Administration of Labour Department,https://data.gov.hk/en-data/dataset/hk-ld-ea-eaa-figures,Labour Department,https://data.gov.hk/en-datasets/provider/hk-ld ,,"CSV,XLSX,"
General Household Survey,https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-ghs,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"XML,"
Salaries and Employee Benefits Statistics - Managerial and Professional Employees (Excluding Top Management),https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-smp,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"CSV,XLS,XML,"
"Statistics on labour force, unemployment and underemployment",https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-statistics-on-labour-force-unemployment-and-underemployment,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"CSV,XLS,XLSX,"
Wage and Payroll Statistics,https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-wp,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"CSV,XLS,XML,"
Youth.gov.hk Gov Job video channel,https://data.gov.hk/en-data/dataset/hk-effo-ypjson01-yp-dataset-1,Efficiency Office,https://data.gov.hk/en-datasets/provider/hk-effo ,,"XML,"
Beach Water Quality Grading,https://data.gov.hk/en-data/dataset/hk-epd-beachteam-beach-water-quality-grading,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"RSS,"
Current Air Quality Health Index of individual Air Quality Monitoring stations,https://data.gov.hk/en-data/dataset/hk-epd-airteam-current-aqhi-of-individual-air-quality-monitoring-stations,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"RSS,"
Current air quality health index range and forecast,https://data.gov.hk/en-data/dataset/hk-epd-airteam-current-air-quality-health-index-range-and-forecast,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"RSS,"
Food Safety and Public Health Statistics,https://data.gov.hk/en-data/dataset/hk-fehd-fehdstat-foodsafty-publichealth,Food and Environmental Hygiene Department,https://data.gov.hk/en-datasets/provider/hk-fehd ,,"CSV,XLS,"
Historical Beach Water Quality Data (English Version),https://data.gov.hk/en-data/dataset/hk-epd-beachteam-beach-historical-data-en,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"CSV,"
Historical Beach Water Quality Data (Simplified Chinese Version),https://data.gov.hk/en-data/dataset/hk-epd-beachteam-beach-historical-data-sc,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"CSV,"
Historical Beach Water Quality Data (Traditional Chinese Version),https://data.gov.hk/en-data/dataset/hk-epd-beachteam-beach-historical-data-tc,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"CSV,"
Historical Marine Water Quality Data (English Version),https://data.gov.hk/en-data/dataset/hk-epd-marineteam-marine-water-quality-historical-data-en,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"CSV,"
Historical Marine Water Quality Data (Simplified Chinese Version),https://data.gov.hk/en-data/dataset/hk-epd-marineteam-marine-water-quality-historical-data-sc,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"CSV,"
Historical Marine Water Quality Data (Traditional Chinese Version),https://data.gov.hk/en-data/dataset/hk-epd-marineteam-marine-water-quality-historical-data-tc,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"CSV,"
Historical River Water Quality Data (English Version),https://data.gov.hk/en-data/dataset/hk-epd-riverteam-river-water-quality-historical-data-en,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"CSV,"
Historical River Water Quality Data (Simplified Chinese Version),https://data.gov.hk/en-data/dataset/hk-epd-riverteam-river-water-quality-historical-data-sc,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"CSV,"
Historical River Water Quality Data (Traditional Chinese Version),https://data.gov.hk/en-data/dataset/hk-epd-riverteam-river-water-quality-historical-data-tc,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"CSV,"
Hong Kong Energy End-use Data 2004,https://data.gov.hk/en-data/dataset/hk-emsd-emsd1-energy-end-use-data-2004,Electrical and Mechanical Services Department,https://data.gov.hk/en-datasets/provider/hk-emsd ,,"XLSX,"
Hong Kong Energy End-use Data 2005,https://data.gov.hk/en-data/dataset/hk-emsd-emsd1-energy-end-use-data-2005,Electrical and Mechanical Services Department,https://data.gov.hk/en-datasets/provider/hk-emsd ,,"XLSX,"
Hong Kong Energy End-use Data 2006,https://data.gov.hk/en-data/dataset/hk-emsd-emsd1-energy-end-use-data-2006,Electrical and Mechanical Services Department,https://data.gov.hk/en-datasets/provider/hk-emsd ,,"XLSX,"
