Name,link,Org Name,Org Link,Notes,Formats
Hong Kong Energy End-use Data 2007,https://data.gov.hk/en-data/dataset/hk-emsd-emsd1-energy-end-use-data-2007,Electrical and Mechanical Services Department,https://data.gov.hk/en-datasets/provider/hk-emsd ,,"XLSX,"
Hong Kong Energy End-use Data 2008,https://data.gov.hk/en-data/dataset/hk-emsd-emsd1-energy-end-use-data-2008,Electrical and Mechanical Services Department,https://data.gov.hk/en-datasets/provider/hk-emsd ,,"XLSX,"
Hong Kong Energy End-use Data 2009,https://data.gov.hk/en-data/dataset/hk-emsd-emsd1-energy-end-use-data-2009,Electrical and Mechanical Services Department,https://data.gov.hk/en-datasets/provider/hk-emsd ,,"XLSX,"
Hong Kong Energy End-use Data 2010,https://data.gov.hk/en-data/dataset/hk-emsd-emsd1-energy-end-use-data-2010,Electrical and Mechanical Services Department,https://data.gov.hk/en-datasets/provider/hk-emsd ,,"XLSX,"
Hong Kong Energy End-use Data 2011,https://data.gov.hk/en-data/dataset/hk-emsd-emsd1-energy-end-use-data-2011,Electrical and Mechanical Services Department,https://data.gov.hk/en-datasets/provider/hk-emsd ,,"XLSX,"
Hong Kong Energy End-use Data 2012,https://data.gov.hk/en-data/dataset/hk-emsd-emsd1-energy-end-use-data-2012,Electrical and Mechanical Services Department,https://data.gov.hk/en-datasets/provider/hk-emsd ,,"XLSX,"
Hong Kong Energy End-use Data 2013,https://data.gov.hk/en-data/dataset/hk-emsd-emsd1-energy-end-use-data-2013,Electrical and Mechanical Services Department,https://data.gov.hk/en-datasets/provider/hk-emsd ,,"XLSX,"
Hong Kong Energy End-use Data 2014,https://data.gov.hk/en-data/dataset/hk-emsd-emsd1-energy-end-use-data-2014,Electrical and Mechanical Services Department,https://data.gov.hk/en-datasets/provider/hk-emsd ,,"XLSX,"
Hong Kong Energy End-use Data 2015,https://data.gov.hk/en-data/dataset/hk-emsd-emsd1-energy-end-use-data-2015,Electrical and Mechanical Services Department,https://data.gov.hk/en-datasets/provider/hk-emsd ,,"XLSX,"
Hong Kong Energy End-use Data 2016,https://data.gov.hk/en-data/dataset/hk-emsd-emsd1-energy-end-use-data-2016,Electrical and Mechanical Services Department,https://data.gov.hk/en-datasets/provider/hk-emsd ,,"XLSX,"
Hong Kong Energy End-use Data 2017,https://data.gov.hk/en-data/dataset/hk-emsd-emsd1-energy-end-use-data-2017,Electrical and Mechanical Services Department,https://data.gov.hk/en-datasets/provider/hk-emsd ,,"XLSX,"
Hong Kong Energy End-use Data 2018,https://data.gov.hk/en-data/dataset/hk-emsd-emsd1-energy-end-use-data-2018,Electrical and Mechanical Services Department,https://data.gov.hk/en-datasets/provider/hk-emsd ,,"CSV,"
Past 24-hour Air Quality Health Index of individual Air Quality Monitoring stations,https://data.gov.hk/en-data/dataset/hk-epd-airteam-past24hr-aqhi-of-individual-air-quality-monitoring-stations,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"XML,"
Past 24-hour Pollutant Concentration of individual Air Quality Monitoring stations,https://data.gov.hk/en-data/dataset/hk-epd-airteam-past24hr-pc-of-individual-air-quality-monitoring-stations,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"XML,"
Past Record of Air Pollution Index (English Version),https://data.gov.hk/en-data/dataset/hk-epd-airteam-past-record-of-air-pollution-index-en,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"CSV,"
Past Record of Air Pollution Index (Traditional Chinese Version),https://data.gov.hk/en-data/dataset/hk-epd-airteam-past-record-of-air-pollution-index-tc,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"CSV,"
Past record of Air Quality Health Index (English Version),https://data.gov.hk/en-data/dataset/hk-epd-airteam-past-record-of-air-quality-health-index-en,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"CSV,"
Past record of Air Quality Health Index (Simplified Chinese Version),https://data.gov.hk/en-data/dataset/hk-epd-airteam-past-record-of-air-quality-health-index-sc,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"CSV,"
Past record of Air Quality Health Index (Traditional Chinese Version),https://data.gov.hk/en-data/dataset/hk-epd-airteam-past-record-of-air-quality-health-index-tc,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"CSV,"
Pleasant Environment Statistics,https://data.gov.hk/en-data/dataset/hk-fehd-fehdstat-pleasant-environment,Food and Environmental Hygiene Department,https://data.gov.hk/en-datasets/provider/hk-fehd ,,"CSV,XLS,"
Recent Marine Water Quality Data,https://data.gov.hk/en-data/dataset/hk-epd-marineteam-marine-water-quality-recent-data,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"CSV,"
Recent River Water Quality Data,https://data.gov.hk/en-data/dataset/hk-epd-riverteam-river-water-quality-recent-data,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"CSV,"
Solid waste statistics,https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-solid-waste,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"XLSX,"
The Quantity of Natural Sand from Mainland used in Construction Industry,https://data.gov.hk/en-data/dataset/hk-cedd-csu-rmshk-data,Civil Engineering and Development Department,https://data.gov.hk/en-datasets/provider/hk-cedd ,,"CSV,XLSX,"
Total Outsourced Contract Value by Type of Service,https://data.gov.hk/en-data/dataset/hk-fehd-fehdcms-service-contract-total-services,Food and Environmental Hygiene Department,https://data.gov.hk/en-datasets/provider/hk-fehd ,,"XML,"
Towngas Environmental Performance Data,https://data.gov.hk/en-data/dataset/towngas-towngas-environment,The Hong Kong and China Gas Company Limited,https://data.gov.hk/en-datasets/provider/towngas ,,"JSON,"
Update of Red Tide Situation,https://data.gov.hk/en-data/dataset/hk-afcd-afcdlist-red-tide-location,"Agriculture, Fisheries and Conservation Department",https://data.gov.hk/en-datasets/provider/hk-afcd ,,"CSV,"
Waste Less - Recyclable Collection Points Data,https://data.gov.hk/en-data/dataset/hk-epd-recycteam-waste-less-recyclable-collection-points-data,Environmental Protection Department,https://data.gov.hk/en-datasets/provider/hk-epd ,,"CSV,"
Water Dispensers in FEHD Public Markets,https://data.gov.hk/en-data/dataset/hk-fehd-fehdmarket-fehdmarket-waterdispensers,Food and Environmental Hygiene Department,https://data.gov.hk/en-datasets/provider/hk-fehd ,,"CSV,"
"Accessibility of Government premises, facilities and services",https://data.gov.hk/en-data/dataset/hk-gpa-msd-gpa-access-gvt-premise,Government Property Agency,https://data.gov.hk/en-datasets/provider/hk-gpa ,,"XLSX,"
Allowance of Salaries Tax / Personal Assessment,https://data.gov.hk/en-data/dataset/hk-ird-ird_json-tax-allowance,Inland Revenue Department,https://data.gov.hk/en-datasets/provider/hk-ird ,,"CSV,"
Analysis of Allowances by Income Group,https://data.gov.hk/en-data/dataset/hk-ird-ird_json-ar-sch06,Inland Revenue Department,https://data.gov.hk/en-datasets/provider/hk-ird ,,"XML,"
Analysis of Salaries Tax Assessments by Income Group,https://data.gov.hk/en-data/dataset/hk-ird-ird_json-ar-sch05,Inland Revenue Department,https://data.gov.hk/en-datasets/provider/hk-ird ,,"XML,"
Annual Reports,https://data.gov.hk/en-data/dataset/hk-gpa-msd-gpa-ar,Government Property Agency,https://data.gov.hk/en-datasets/provider/hk-gpa ,,"XLSX,"
Annual Statistics for General Business 2016,https://data.gov.hk/en-data/dataset/ia-ia1-gstats2016,Insurance Authority,https://data.gov.hk/en-datasets/provider/ia ,,"XLSX,"
Annual Statistics for General Business 2017,https://data.gov.hk/en-data/dataset/ia-ia1-gstats2017,Insurance Authority,https://data.gov.hk/en-datasets/provider/ia ,,"XLSX,"
Annual Statistics for Long Term Business 2016,https://data.gov.hk/en-data/dataset/ia-ia1-lstats2016,Insurance Authority,https://data.gov.hk/en-datasets/provider/ia ,,"XLS,XLSX,"
Annual Statistics for Long Term Business 2017,https://data.gov.hk/en-data/dataset/ia-ia1-lstats2017,Insurance Authority,https://data.gov.hk/en-datasets/provider/ia ,,"XLS,XLSX,"
Application form for inclusion in the GPA Invitation Lists for revenue contracts,https://data.gov.hk/en-data/dataset/hk-gpa-msd-gpa-invitation-list,Government Property Agency,https://data.gov.hk/en-datasets/provider/hk-gpa ,,"XLSX,"
Award of Contract of GPA,https://data.gov.hk/en-data/dataset/hk-gpa-msd-gpa-contract-award,Government Property Agency,https://data.gov.hk/en-datasets/provider/hk-gpa ,,"XLSX,"
"Balance of Payments, International Investment Position and External Debt Statistics of Hong Kong",https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-bop,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"CSV,XLS,XML,"
Betting Duty Collections,https://data.gov.hk/en-data/dataset/hk-ird-ird_json-ar-sch11,Inland Revenue Department,https://data.gov.hk/en-datasets/provider/hk-ird ,,"CSV,"
Business Registration Fee and Levy Table,https://data.gov.hk/en-data/dataset/hk-ird-ird_json-br-fee-n-levy,Inland Revenue Department,https://data.gov.hk/en-datasets/provider/hk-ird ,,"CSV,"
Business Registration Statistics,https://data.gov.hk/en-data/dataset/hk-ird-ird_json-ar-sch08,Inland Revenue Department,https://data.gov.hk/en-datasets/provider/hk-ird ,,"CSV,"
Coin Cart Schedule,https://data.gov.hk/en-data/dataset/hk-hkma-coincart-coin-cart-schedule,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Contact details of banks for account opening,https://data.gov.hk/en-data/dataset/hk-hkma-banksvf-acctopen-banks-contact,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Controlling Officer's Environmental Report 2017,https://data.gov.hk/en-data/dataset/hk-oro-oro-controlling-officers-environmental-report-2017,Official Receiver's Office,https://data.gov.hk/en-datasets/provider/hk-oro ,,"XML,"
Corporations － Profits Tax Contributions from Various Business Sectors,https://data.gov.hk/en-data/dataset/hk-ird-ird_json-ar-sch03,Inland Revenue Department,https://data.gov.hk/en-datasets/provider/hk-ird ,,"CSV,"
Customs Statistics on Revenue Collection,https://data.gov.hk/en-data/dataset/hk-customs-ced_stat-revenue-collection,Customs and Excise Department,https://data.gov.hk/en-datasets/provider/hk-customs ,,"XLSX,"
Data related to Accounts of the Government (Cash-based),https://data.gov.hk/en-data/dataset/hk-try-trycash-cash-based-accounts,Treasury,https://data.gov.hk/en-datasets/provider/hk-try ,,"ZIP,"
Data related to Accrual-based Consolidated Financial Statements of the Government,https://data.gov.hk/en-data/dataset/hk-try-tryaccrual-accrual-based-accounts,Treasury,https://data.gov.hk/en-datasets/provider/hk-try ,,"ZIP,"
Data related to Estimates of the Government,https://data.gov.hk/en-data/dataset/hk-fstb-tsyb-estimates,Financial Services and the Treasury Bureau,https://data.gov.hk/en-datasets/provider/hk-fstb ,,"ZIP,"
"Earnings and Profits Tax － Demand Notes Issued, Tax Assessed and Collections",https://data.gov.hk/en-data/dataset/hk-ird-ird_json-ar-sch02,Inland Revenue Department,https://data.gov.hk/en-datasets/provider/hk-ird ,,"CSV,"
Earnings and Profits Tax － Tax Assessed and Collections,https://data.gov.hk/en-data/dataset/hk-ird-ird_json-ar-sch01,Inland Revenue Department,https://data.gov.hk/en-datasets/provider/hk-ird ,,"XML,"
Effective Exchange Rate Indices for Hong Kong Dollar,https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-effective-exchange-rate-indices-for-hong-kong-dollar,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"CSV,XLS,"
Environmental Reports,https://data.gov.hk/en-data/dataset/hk-gpa-msd-gpa-er,Government Property Agency,https://data.gov.hk/en-datasets/provider/hk-gpa ,,"XLSX,"
Exchange Rates,https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-exchange-rates,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"CSV,XLS,"
External Direct Investment Statistics of Hong Kong,https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-external-direct-investment-statistics-of-hong-kong,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"CSV,XLS,XLSX,"
Feature Articles on Finance,https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-fa-finance,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"CSV,XLS,XLSX,"
"Fraudulent Bank Websites, Phishing E-mails and Similar Scams",https://data.gov.hk/en-data/dataset/hk-hkma-banksvf-fraudulent-bank-scams,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Government Properties to Let,https://data.gov.hk/en-data/dataset/hk-gpa-add-gpa-properties-to-let,Government Property Agency,https://data.gov.hk/en-datasets/provider/hk-gpa ,,"XLSX,"
Government Revenue and Expenditure,https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-govt-revenue-expenditure,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"CSV,XLS,"
Gross Domestic Product,https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-gdp,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"CSV,XLS,XLSX,XML,"
Gross Domestic Product (GDP) by economic activity,https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-gdp-by-economic-activity,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"CSV,XLS,XLSX,XML,"
"Gross National Income (GNI), real Gross National Income (RGNI) , per capita GNI, per capita RGNI and External primary income flows (EPIF)",https://data.gov.hk/en-data/dataset/hk-censtatd-tablechart-gni,Census and Statistics Department,https://data.gov.hk/en-datasets/provider/hk-censtatd ,,"CSV,XLS,XLSX,XML,"
Licensing of Money Lenders,https://data.gov.hk/en-data/dataset/hk-cr-crdata-list-ml-licensees,Companies Registry,https://data.gov.hk/en-datasets/provider/hk-cr ,,"XLS,"
List of Newly Incorporated/Registered Companies and Companies which have changed Names,https://data.gov.hk/en-data/dataset/hk-cr-crdata-list-newly-registered-companies,Companies Registry,https://data.gov.hk/en-datasets/provider/hk-cr ,,"XLS,"
List of Non-Compliance with Directions to Change Name/Replacement of Company Names by Company Registration Numbers,https://data.gov.hk/en-data/dataset/hk-cr-crdata-list-non-compliance-with-directions-to-change-name,Companies Registry,https://data.gov.hk/en-datasets/provider/hk-cr ,,"XLS,"
List of Trust or Company Service Provider Licensees,https://data.gov.hk/en-data/dataset/hk-cr-crtcspdata-list-tcsp-licensees,Companies Registry,https://data.gov.hk/en-datasets/provider/hk-cr ,,"CSV,XLSX,"
List of retail banks' hotlines for authenticating the identity of callers claiming to be bank representatives,https://data.gov.hk/en-data/dataset/hk-hkma-banksvf-hotlines-auth-retailbanks-rep,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
List of third parties appointed by licensed money lenders in relation to the granting of loans,https://data.gov.hk/en-data/dataset/hk-cr-crdata-third-party-list-ml-loans,Companies Registry,https://data.gov.hk/en-datasets/provider/hk-cr ,,"XLS,"
Market Data and Statistics - Monthly Statistical Bulletin - Banking - Asset quality - Retail banks,https://data.gov.hk/en-data/dataset/hk-hkma-t03-t030602assetquality-retailbanks,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Banking - Balance sheet - Authorized institutions,https://data.gov.hk/en-data/dataset/hk-hkma-t03-t030901balance-sheet-ais,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Banking - Balance sheet - Licensed banks,https://data.gov.hk/en-data/dataset/hk-hkma-t03-t030902balance-sheet-lb,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Banking - Credit card lending survey results,https://data.gov.hk/en-data/dataset/hk-hkma-t03-t0308credit-card-lending-survey,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Banking - Customer deposits by currency,https://data.gov.hk/en-data/dataset/hk-hkma-t03-t0302customer-deposits-by-currency,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Banking - Customer deposits by type - Hong Kong dollar and foreign currency deposits,https://data.gov.hk/en-data/dataset/hk-hkma-t03-t030301customer-deposits-by-type-hkd-fc,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Banking - Customer deposits by type - Renminbi deposits,https://data.gov.hk/en-data/dataset/hk-hkma-t03-t030302customer-deposits-by-type-cny,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Banking - Foreign currency position - US dollar,https://data.gov.hk/en-data/dataset/hk-hkma-t03-t031002fc-position-usd,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Banking - Loans and advances by type - Authorized institutions,https://data.gov.hk/en-data/dataset/hk-hkma-t03-t030401loans-by-type-ais,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Banking - Loans and advances by type - Deposit-taking companies,https://data.gov.hk/en-data/dataset/hk-hkma-t03-t030404loans-by-type-dtc,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Banking - Loans and advances by type - Licensed banks,https://data.gov.hk/en-data/dataset/hk-hkma-t03-t030402loans-by-type-lb,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Banking - Loans and advances by type - Restricted licence banks,https://data.gov.hk/en-data/dataset/hk-hkma-t03-t030403loans-by-type-rlb,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Banking - Loans and advances for use in Hong Kong by economic sector - Authorized institutions,https://data.gov.hk/en-data/dataset/hk-hkma-t03-t030501loans-by-sector-ais,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Banking - Loans and advances for use in Hong Kong by economic sector - Licensed banks,https://data.gov.hk/en-data/dataset/hk-hkma-t03-t030502loans-by-sector-lb,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Banking - Number of authorized institutions and local representative offices,https://data.gov.hk/en-data/dataset/hk-hkma-t03-t0301number-of-ais-lros,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Banking - Residential mortgage survey results,https://data.gov.hk/en-data/dataset/hk-hkma-t03-t0307residential-mortgage-survey,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Exchange Fund Bills & Notes - Yield of Exchange Fund Bills & Notes - Daily figures,https://data.gov.hk/en-data/dataset/hk-hkma-t05-t050303efbn-yield-daily,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Exchange Fund Bills & Notes - Yield of Exchange Fund Bills & Notes - End of period figures,https://data.gov.hk/en-data/dataset/hk-hkma-t05-t050301efbn-yield-endperiod,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Exchange Fund and Foreign Currency Reserve Assets - Analytical accounts of the Exchange Fund,https://data.gov.hk/en-data/dataset/hk-hkma-t08-t0802ef-analyt-acct,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Exchange Fund and Foreign Currency Reserve Assets - Data template on international reserves and foreign currency liquidity,https://data.gov.hk/en-data/dataset/hk-hkma-t08-t0806data-intreserve-fcliquidity,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Exchange Fund and Foreign Currency Reserve Assets - Exchange Fund balance sheet - Abridged balance sheet,https://data.gov.hk/en-data/dataset/hk-hkma-t08-t080102ef-bal-sheet-abridged,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Exchange Fund and Foreign Currency Reserve Assets - Foreign currency reserve assets,https://data.gov.hk/en-data/dataset/hk-hkma-t08-t0804fc-resv-assests,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Exchange rates and interest rates - Composite interest rate,https://data.gov.hk/en-data/dataset/hk-hkma-t06-t0605composite-ir,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Exchange rates and interest rates - Exchange rates and the effective exchange rate indices - Daily figures,https://data.gov.hk/en-data/dataset/hk-hkma-t06-t060103er-eeri-daily,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Exchange rates and interest rates - Exchange rates and the effective exchange rate indices - End of period figures,https://data.gov.hk/en-data/dataset/hk-hkma-t06-t060101er-eeri-endperiod,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Exchange rates and interest rates - Exchange rates and the effective exchange rate indices - Period average figures,https://data.gov.hk/en-data/dataset/hk-hkma-t06-t060102er-eeri-periodaverage,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Exchange rates and interest rates - Hong Kong Interbank Interest Rates - End of period figures,https://data.gov.hk/en-data/dataset/hk-hkma-t06-t060301hk-interbank-ir-endperiod,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Exchange rates and interest rates - Hong Kong Interbank Interest Rates - Period average figures,https://data.gov.hk/en-data/dataset/hk-hkma-t06-t060302hk-interbank-ir-periodaverage,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Exchange rates and interest rates - Hong Kong dollar interest rates - Period average figures,https://data.gov.hk/en-data/dataset/hk-hkma-t06-t060402hkd-ir-periodaverage,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Exchange rates and interest rates - Renminbi deposit rates,https://data.gov.hk/en-data/dataset/hk-hkma-t06-t0606renminbi-dr,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Financial statistics summary - Banking statistics,https://data.gov.hk/en-data/dataset/hk-hkma-t01-t0102banking-statistics,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Financial statistics summary - Monetary statistics,https://data.gov.hk/en-data/dataset/hk-hkma-t01-t0101monetary-statistics,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Government Bond Programme - Prices and yields of Government Bonds issued under the Institutional Bond Issuance Programme - End of period figures,https://data.gov.hk/en-data/dataset/hk-hkma-t09-t090401instit-bond-price-yield-endperiod,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Monetary market operation - Discount Window and Liquidity Adjustment Window rates - End of period figures,https://data.gov.hk/en-data/dataset/hk-hkma-t07-t070301disc-win-liquid-adj-win-rates-endperiod,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Monetary market operation - Market operation - Daily figures,https://data.gov.hk/en-data/dataset/hk-hkma-t07-t070102market-operation-daily,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Money - Components of money supply - All currencies,https://data.gov.hk/en-data/dataset/hk-hkma-t02-t020303supply-components-all,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Money - Currency in circulation,https://data.gov.hk/en-data/dataset/hk-hkma-t02-t0201currency,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Money - Money Supply - Adjusted for foreign currency swap deposits,https://data.gov.hk/en-data/dataset/hk-hkma-t02-t020201supply-adjusted,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Market Data and Statistics - Monthly Statistical Bulletin - Money markets and debt instruments - Hong Kong dollar interbank transactions,https://data.gov.hk/en-data/dataset/hk-hkma-t04-t0401hkd-interbank-trans,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
"Market Data and Statistics - Monthly Statistical Bulletin - Money markets and debt instruments - Outstanding amount of Hong Kong dollar debt instruments, other than Exchange Fund Bills and Notes",https://data.gov.hk/en-data/dataset/hk-hkma-t04-t0405osamt-hkd-debtinst-otherthan-efbn,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Particulars of Insurers,https://data.gov.hk/en-data/dataset/ia-ia1-partinsurers,Insurance Authority,https://data.gov.hk/en-datasets/provider/ia ,,"XLSX,"
Press Releases,https://data.gov.hk/en-data/dataset/hk-hkma-pressrel-press-releases,Hong Kong Monetary Authority,https://data.gov.hk/en-datasets/provider/hk-hkma ,,"JSON,"
Press Releases of GPA,https://data.gov.hk/en-data/dataset/hk-gpa-msd-gpa-press,Government Property Agency,https://data.gov.hk/en-datasets/provider/hk-gpa ,,"XLSX,"
Property Management Services Contracts,https://data.gov.hk/en-data/dataset/hk-gpa-msd-gpa-pma,Government Property Agency,https://data.gov.hk/en-datasets/provider/hk-gpa ,,"XLSX,"
Property Statistics,https://data.gov.hk/en-data/dataset/hk-ird-ird_json-ar-sch07,Inland Revenue Department,https://data.gov.hk/en-datasets/provider/hk-ird ,,"CSV,"
Quarterly Release of Provisional Statistics for General Business 2017,https://data.gov.hk/en-data/dataset/ia-ia1-gstatsq2017,Insurance Authority,https://data.gov.hk/en-datasets/provider/ia ,,"XLSX,"
Quarterly Release of Provisional Statistics for General Business 2018,https://data.gov.hk/en-data/dataset/ia-ia1-gstatsq2018,Insurance Authority,https://data.gov.hk/en-datasets/provider/ia ,,"XLSX,"
